TIMESTAMP,X POSITION,Y POSITION
000016800,655.9798,381.7318
000016817,659.699,382.2341
000016833,663.4178,382.7158
000016850,266.4058,533.1314
000016867,280.7464,535.0844
000016883,294.769,537.0071
000016900,308.5176,538.9023
000016917,321.9609,540.764
000016933,335.1224,542.578
000016950,348.2059,544.384
000016967,361.4123,546.2161
000016983,374.2424,547.956
000017000,386.9821,549.6596
000017017,399.7391,551.3405
000017033,412.4269,552.9437
000017050,424.9146,554.4818
000017067,437.2084,555.9573
000017083,449.7675,557.3638
000017100,462.3057,558.7382
000017117,474.7899,560.0705
000017133,487.007,561.2668
000017150,499.263,562.4234
000017167,511.5528,563.5455
000017183,524.3482,564.5455
000017200,536.8831,565.4551
000017217,549.2856,566.2857
000017233,561.8743,567.0094
000017250,574.382,567.6191
000017267,586.8804,568.1342
000017283,599.4373,568.5223
000017300,612.0903,568.778
000017317,624.0052,568.9581
000017333,634.831,569.0626
000017350,647.5622,569.0428
000017367,660.4645,568.9362
000017383,673.847,568.7355
000017400,691.192,568.3234
000017417,705.8182,567.8756
000017433,718.955,567.3875
000017450,732.0463,566.8173
000017467,745.3007,566.1669
000017483,758.6451,565.4646
000017500,772.071,564.7057
000017517,785.6058,563.8577
000017533,798.9672,562.9874
000017550,812.4128,562.0842
000017567,826.2601,561.1315
000017583,839.649,560.1928
000017600,852.9882,559.2319
000017617,866.4994,558.268
000017633,880.1917,557.3183
000017650,893.3354,556.4046
000017667,907.0067,555.4791
000017683,920.4069,554.591
000017700,933.5422,553.7473
000017717,946.751,552.9462
000017733,960.3295,552.1925
000017750,973.5324,551.5038
000017767,986.5306,550.8758
000017783,999.5175,550.3074
000017800,1012.454,549.8782
000017817,1025.24,549.5308
000017833,1037.947,549.2618
000017850,1050.656,549.0745
000017867,1063.802,549.048
000017883,1076.331,549.1387
000017900,1088.622,549.2952
000017917,1100.838,549.5051
000017933,1113.245,549.8261
000017950,1125.886,550.2153
000017967,1138.197,550.6207
000017983,1150.078,551.0241
000018000,1162.387,551.5251
000018017,1174.829,552.0423
000018033,1187.239,552.5553
000018050,1199.371,553.0314
000018067,1211.213,553.4699
000018083,1223.116,553.9048
000018100,1235.268,554.3495
000018117,1247.659,554.7606
000018133,1259.843,555.1439
000018150,1271.842,555.5011
000018167,1284.489,555.8063
000018183,1296.422,556.0707
000018200,1308.315,556.3163
000018217,1320.667,556.5499
000018233,1332.935,556.7058
000018250,1345.187,556.8553
000018267,1357.393,556.9949
000018283,1369.389,557.085
000018300,1381.629,557.1573
000018317,1393.907,557.213
000018333,1406.094,557.2499
000018350,1418.373,557.2634
000018367,1430.77,557.2756
000018383,1443.253,557.2881
000018400,1455.357,557.3022
000018417,1467.61,557.3341
000018433,1479.895,557.3685
000018450,1492.047,557.3827
000018467,1504.367,557.4192
000018483,1516.727,557.4631
000018500,1529.077,557.5079
000018517,1541.464,557.5251
000018533,1553.859,557.5433
000018550,1566.17,557.5488
000018567,1578.223,557.5165
000018583,1590.772,557.4827
000018600,1603.331,557.4276
000018617,1615.744,557.3446
000018633,1628.717,557.232
000018650,1641.357,557.0865
000018667,1653.872,556.9128
000018683,1666.703,556.7123
000018700,1679.917,556.4874
000018717,1692.859,556.2339
000018733,390.3375,654.0411
000018750,410.1691,652.9008
000018767,430.3852,651.7186
000018783,450.4548,650.5228
000018800,470.3451,649.3027
000018817,490.1349,648.0302
000018833,509.9104,646.7603
000018850,529.1829,645.4896
000018867,548.3278,644.1953
000018883,568.1483,642.8232
000018900,587.9775,641.4255
000018917,607.6993,640.0319
000018933,627.0665,638.6603
000018950,645.6735,637.3354
000018967,665.2635,635.9508
000018983,684.7372,634.5449
000019000,703.9898,633.1293
000019017,723.1248,631.7156
000019033,742.2049,630.3011
000019050,761.5709,628.8257
000019067,780.8413,627.3325
000019083,799.5829,625.879
000019100,818.8914,624.314
000019117,837.6006,622.7669
000019133,856.3782,621.1947
000019150,875.3365,619.5903
000019167,893.7264,618.0099
000019183,911.9357,616.4182
000019200,930.3408,614.7687
000019217,948.9202,613.0697
000019233,967.4523,611.364
000019250,985.924,609.6544
000019267,1003.651,607.9773
000019283,1021.414,606.2744
000019300,1039.482,604.5185
000019317,1057.451,602.722
000019333,1075.329,600.9205
000019350,1092.502,599.1782
000019367,1109.527,597.4387
000019383,1126.911,595.6477
000019400,1144.101,593.8617
000019417,1160.67,592.1031
000019433,1177.331,590.3345
000019450,1194.152,588.5614
000019467,1210.781,586.8236
000019483,1227.169,585.0572
000019500,1242.929,583.3787
000019517,1258.813,581.6964
000019533,1275.088,579.9719
000019550,1290.624,578.3075
000019567,1305.656,576.7076
000019583,1320.782,575.1005
000019600,1335.946,573.4991
000019617,1350.906,571.9382
000019633,1365.803,570.3699
000019650,1380.419,568.8173
000019667,1394.593,567.3237
000019683,1408.491,565.8689
000019700,1422.615,564.371
000019717,1436.766,562.8742
000019733,1450.734,561.41
000019750,1464.214,560.0083
000019767,1477.185,558.6624
000019783,1490.477,557.2384
000019800,1503.64,555.8529
000019817,1516.661,554.498
000019833,1529.526,553.1646
000019850,1542.183,551.8463
000019867,1554.163,550.5861
000019883,1566.489,549.3142
000019900,1578.735,548.0466
000019917,1590.711,546.7993
000019933,1602.475,545.5922
000019950,1614.089,544.4255
000019967,1625.622,543.2652
000019983,1636.833,542.1609
000020000,1647.692,541.1209
000020017,1658.668,540.0576
000020033,1669.481,539.0275
000020050,1680.461,537.9794
000020067,1691.274,536.968
000020083,1701.63,536.0333
000020100,1711.876,535.1057
000020117,1721.898,534.2149
000020133,1731.782,533.335
000020150,1741.699,532.4571
000020167,1751.697,531.5889
000020183,1761.272,530.7843
000020200,1770.746,529.9855
000020217,1780.069,529.1942
000020233,1789.272,528.4193
000020250,1798.39,527.6627
000020267,1807.437,526.8876
000020283,1816.226,526.1691
000020300,1824.961,525.4471
000020317,1833.518,524.7284
000020333,1841.754,524.0325
000020350,305.3177,817.5356
000020367,363.3059,810.4587
000020383,416.9368,803.8584
000020400,467.0681,797.6667
000020417,516.5971,791.6122
000020433,563.5725,785.8437
000020450,609.1101,780.2333
000020467,653.0746,774.845
000020483,695.0868,769.7487
000020500,734.1318,764.9988
000020517,772.864,760.2684
000020533,810.2592,755.7396
000020550,845.881,751.4852
000020567,879.5441,747.5203
000020583,911.9354,743.5985
000020600,943.4583,739.8365
000020617,974.3273,736.2014
000020633,1004.58,732.6829
000020650,1032.663,729.4777
000020667,1059.468,726.3391
000020683,1085.893,723.2863
000020700,1111.912,720.3406
000020717,1136.007,717.5437
000020733,1159.504,714.8572
000020750,1182.676,712.2137
000020767,1205.095,709.6621
000020783,1226.029,707.3075
000020800,1247.332,704.8387
000020817,1267.192,702.5602
000020833,1286.296,700.3726
000020850,1305.091,698.2084
000020867,1323.292,696.0964
000020883,1340.853,694.0437
000020900,1357.696,692.0532
000020917,1373.925,690.121
000020933,1389.68,688.2378
000020950,1405.02,686.3749
000020967,1419.823,684.5593
000020983,1434.366,682.7266
000021000,1448.457,680.9084
000021017,1461.77,679.171
000021033,1474.7,677.4467
000021050,1486.823,675.7735
000021067,1498.668,674.0818
000021083,1510.399,672.3613
000021100,1521.174,670.792
000021117,1531.995,669.1046
000021133,1542.466,667.4208
000021150,1552.409,665.7936
000021167,1561.736,664.2493
000021183,1571.025,662.6122
000021200,1579.925,660.9816
000021217,1588.419,659.3721
000021233,1596.51,657.7856
000021250,1604.208,656.2039
000021267,1611.522,654.6461
000021283,1618.483,653.0587
000021300,1625.106,651.4539
000021317,1631.443,649.8126
000021333,1637.618,648.0074
000021350,1643.105,646.1752
000021367,1648.229,644.2743
000021383,1653.121,642.2595
000021400,1657.695,640.1302
000021417,1661.667,637.9747
000021433,1665.459,635.657
000021450,1668.778,633.3182
000021467,1671.754,630.9358
000021483,1674.447,628.5093
000021500,1676.869,626.0641
000021517,1678.92,623.4692
000021533,1680.624,620.8678
000021550,1682.028,618.2597
000021567,1683.156,615.6281
000021583,1684.043,612.9424
000021600,1684.663,610.1961
000021617,1684.918,607.5023
000021633,1684.957,604.8566
000021650,1684.81,602.2469
000021667,1684.471,599.6541
000021683,1683.885,596.9866
000021700,1683.113,594.4403
000021717,1682.188,591.9286
000021733,1681.13,589.4796
000021750,1679.974,587.1444
000021767,1678.578,584.7814
000021783,1677.092,582.4891
000021800,1675.505,580.2623
000021817,1673.84,578.1132
000021833,1672.147,576.0763
000021850,1670.379,574.0925
000021867,1668.56,572.1613
000021883,1666.682,570.3019
000021900,1664.747,568.5242
000021917,1662.745,566.8337
000021933,1660.789,565.2327
000021950,1658.83,563.7084
000021967,1656.841,562.2188
000021983,1654.802,560.7547
000022000,1652.874,559.4567
000022017,1650.945,558.2665
000022033,1648.995,557.0912
000022050,1647.031,555.9686
000022067,1645.119,554.9444
000022083,1643.307,554.0231
000022100,1641.371,553.102
000022117,1639.555,552.2744
000022133,1637.788,551.5138
000022150,1636.037,550.7933
000022167,1634.309,550.083
000022183,1632.689,549.3838
000022200,1631.049,548.6926
000022217,1629.444,548.0272
000022233,1627.924,547.3664
000022250,1626.495,546.6724
000022267,1625.134,545.9899
000022283,1623.921,545.3193
000022300,1622.769,544.579
000022317,1621.724,543.8228
000022333,1620.81,543.0766
000022350,1619.992,542.2313
000022367,1619.339,541.4127
000022383,1618.798,540.5548
000022400,1618.404,539.681
000022417,1618.155,538.7995
000022433,1618.06,537.8863
000022450,1618.128,536.9567
000022467,1618.379,536.0163
000022483,1618.804,535.0573
000022500,1619.43,534.075
000022517,1620.285,533.0588
000022533,1621.297,532.076
000022550,1622.506,531.0443
000022567,1623.884,530.0112
000022583,220.362,390.8904
000022600,222.3123,390.5167
000022617,224.1707,390.14
000022633,225.9127,389.7737
000022650,227.5791,389.4088
000022667,229.2888,389.004
000022683,230.813,388.6325
000022700,232.2778,388.2452
000022717,233.6704,387.8535
000022733,234.9829,387.4649
000022750,236.2109,387.0801
000022767,237.3434,386.6915
000022783,238.4209,386.3054
000022800,239.4335,385.9188
000022817,240.3842,385.5284
000022833,241.3089,385.1342
000022850,242.1185,384.7634
000022867,242.8719,384.3952
000022883,243.5722,384.03
000022900,244.2148,383.6703
000022917,244.802,383.3239
000022933,245.3542,382.9755
000022950,245.8414,382.6418
000022967,246.2801,382.3173
000022983,246.6848,381.9962
000023000,247.0505,381.6757
000023017,247.3541,381.3745
000023033,247.6143,381.0781
000023050,247.8371,380.7902
000023067,248.0224,380.5079
000023083,248.1428,380.2104
000023100,248.2229,379.9417
000023117,248.2583,379.6711
000023133,248.2552,379.4063
000023150,248.2178,379.1497
000023167,248.15,378.8899
000023183,248.0353,378.6269
000023200,247.8786,378.3664
000023217,247.6881,378.1154
000023233,247.4729,377.8756
000023250,247.2292,377.6426
000023267,246.9463,377.4047
000023283,246.649,377.1794
000023300,246.3257,376.9563
000023317,245.9759,376.7326
000023333,245.6162,376.5157
000023350,245.2422,376.2974
000023367,244.8367,376.0826
000023383,244.4158,375.8733
000023400,243.9827,375.6661
000023417,243.5056,375.4474
000023433,243.0347,375.2371
000023450,242.5426,375.0179
000023467,242.0467,374.8044
000023483,241.5425,374.5928
000023500,241.0154,374.3644
000023517,240.5083,374.1542
000023533,239.9601,373.923
000023550,239.4198,373.691
000023567,238.8916,373.4653
000023583,238.3589,373.2439
000023600,237.8158,373.0084
000023617,237.2669,372.7792
000023633,236.7134,372.5374
000023650,236.1636,372.2913
000023667,235.6266,372.0558
000023683,235.0923,371.8067
000023700,234.5786,371.5658
000023717,234.0708,371.3241
000023733,233.5624,371.0833
000023750,233.0506,370.8473
000023767,232.558,370.6094
000023783,232.0687,370.377
000023800,231.5867,370.1451
000023817,231.1151,369.9151
000023833,230.6609,369.6919
000023850,230.1941,369.4745
000023867,229.7496,369.2626
000023883,229.307,369.0521
000023900,228.86,368.8428
000023917,228.4123,368.6378
000023933,228.0122,368.4533
000023950,227.6017,368.2668
000023967,227.1977,368.0871
000023983,226.8121,367.9192
000024000,226.4038,367.7411
000024017,226.0352,367.5801
000024033,225.6741,367.4259
000024050,225.3144,367.277
000024067,224.9588,367.1346
000024083,224.6186,367.0035
000024100,224.2871,366.8818
000024117,223.9649,366.7601
000024133,223.6517,366.6431
000024150,223.3445,366.5334
000024167,223.0419,366.4312
000024183,222.7585,366.3353
000024200,222.4849,366.2509
000024217,222.2198,366.1781
000024233,221.9563,366.113
000024250,221.6969,366.0496
000024267,221.4394,365.9847
000024283,221.1963,365.9271
000024300,220.9684,365.8832
000024317,220.7455,365.8578
000024333,220.5397,365.8201
000024350,220.3237,365.8027
000024367,220.1083,365.785
000024383,219.901,365.7628
000024400,219.693,365.7542
000024417,219.4913,365.761
000024433,219.3047,365.7657
000024450,219.1193,365.7698
000024467,218.9353,365.7734
000024483,218.7599,365.7772
000024500,218.5577,365.7817
000024517,218.3878,365.7974
000024533,218.2103,365.8148
000024550,218.0284,365.8321
000024567,217.858,365.8511
000024583,217.6824,365.8835
000024600,217.5171,365.9041
000024617,217.3411,365.9285
000024633,217.1574,365.96
000024650,216.986,365.9927
000024667,216.8386,366.0244
000024683,216.6698,366.0568
000024700,216.4954,366.0961
000024717,216.3271,366.1433
000024733,216.1488,366.1838
000024750,215.9903,366.2409
000024767,215.8297,366.3152
000024783,215.6635,366.4036
000024800,215.498,366.4947
000024817,215.3376,366.5905
000024833,215.1785,366.7135
000024850,215.0147,366.858
000024867,214.8484,367.0222
000024883,214.6996,367.2129
000024900,214.5596,367.4157
000024917,214.3967,367.6442
000024933,214.2448,367.9069
000024950,214.1048,368.186
000024967,213.959,368.4639
000024983,213.7989,368.798
000025000,213.6637,369.123
000025017,213.5311,369.4768
000025033,213.3949,369.8495
000025050,213.256,370.233
000025067,213.1225,370.639
000025083,212.9969,371.0341
000025100,212.8684,371.4688
000025117,212.7383,371.9081
000025133,212.6094,372.3605
000025150,212.4897,372.8389
000025167,212.3781,373.2991
000025183,212.2673,373.7885
000025200,212.1654,374.3026
000025217,212.0688,374.8208
000025233,211.9486,375.325
000025250,211.8546,375.8846
000025267,211.7595,376.4378
000025283,211.6619,377.0055
000025300,211.5722,377.599
000025317,211.5034,378.1977
000025333,211.432,378.8075
000025350,211.36,379.4442
000025367,211.2852,380.1141
000025383,211.2147,380.8063
000025400,211.1644,381.4866
000025417,211.1449,382.1813
000025433,211.1011,382.8804
000025450,211.0626,383.6105
000025467,211.0523,384.376
000025483,211.0638,385.1278
000025500,211.1123,385.873
000025517,211.1599,386.649
000025533,211.2141,387.4376
000025550,211.2857,388.237
000025567,211.4002,389.0875
000025583,211.5143,389.9297
000025600,211.671,390.7908
000025617,211.8699,391.6493
000025633,212.0966,392.5104
000025650,212.3468,393.4234
000025667,212.6336,394.3439
000025683,212.9604,395.2641
000025700,213.3281,396.2139
000025717,213.7538,397.1812
000025733,214.2168,398.1653
000025750,214.7329,399.2133
000025767,215.3272,400.2645
000025783,215.9571,401.3329
000025800,216.6404,402.4381
000025817,217.4129,403.58
000025833,218.232,404.6886
000025850,219.1267,405.8624
000025867,220.1212,407.0872
000025883,221.2061,408.325
000025900,222.3881,409.6228
000025917,223.6223,410.8624
000025933,224.9935,412.1921
000025950,226.5066,413.5701
000025967,228.1456,414.9654
000025983,229.8675,416.3898
000026000,231.7467,417.7881
000026017,233.83,419.2791
000026033,236.0414,420.7784
000026050,238.4163,422.3053
000026067,241.034,423.8957
000026083,243.8775,425.4766
000026100,246.9844,427.0707
000026117,250.2733,428.7103
000026133,253.8534,430.4133
000026150,257.7007,432.103
000026167,261.801,433.8123
000026183,266.1065,435.5257
000026200,270.604,437.205
000026217,275.6324,438.9965
000026233,281.1393,440.806
000026250,286.9272,442.6261
000026267,293.0522,444.4177
000026283,299.552,446.2256
000026300,306.3524,448.0625
000026317,313.8219,449.8893
000026333,321.8177,451.7549
000026350,330.2961,453.6308
000026367,339.3319,455.4649
000026383,348.8907,457.2364
000026400,358.7491,458.9865
000026417,369.6001,460.6832
000026433,380.7701,462.3074
000026450,392.7347,463.9446
000026467,405.3741,465.5582
000026483,418.2949,467.071
000026500,432.5626,468.6122
000026517,446.7014,469.9967
000026533,461.7747,471.4013
000026550,477.7572,472.7682
000026567,494.2193,474.0475
000026583,510.7147,475.2872
000026600,528.3591,476.5608
000026617,545.9651,477.8276
000026633,564.1476,479.0814
000026650,583.1793,480.3281
000026667,602.3219,481.5969
000026683,621.9363,482.8907
000026700,641.883,484.2042
000026717,662.0529,485.5343
000026733,682.0332,486.8564
000026750,701.9476,488.1701
000026767,723.1027,489.5521
000026783,743.3287,490.9334
000026800,764.2198,492.3601
000026817,784.9828,493.8333
000026833,805.346,495.3293
000026850,825.5914,496.8183
000026867,846.2562,498.4031
000026883,866.1804,500.0157
000026900,886.2971,501.704
000026917,906.2631,503.4384
000026933,925.291,505.1553
000026950,944.0944,506.9734
000026967,963.426,508.9505
000026983,981.9714,510.9327
000027000,999.8881,512.9326
000027017,1017.639,515.0046
000027033,1035.144,517.163
000027050,1052.451,519.3534
000027067,1069.385,521.6191
000027083,1085.925,523.9451
000027100,1102.14,526.2805
000027117,1118.173,528.5782
000027133,1133.408,530.7897
000027150,1148.303,532.968
000027167,1163.045,535.1042
000027183,1177.72,537.1379
000027200,1191.632,539.0151
000027217,1204.803,540.7661
000027233,1217.567,542.4128
000027250,1230.647,543.9669
000027267,1242.741,545.3341
000027283,1254.577,546.5973
000027300,1266.255,547.7468
000027317,1277.352,548.7106
000027333,1288.274,549.5496
000027350,1299.088,550.2625
000027367,1309.765,550.8305
000027383,1319.563,551.2189
000027400,1329.096,551.4919
000027417,1338.461,551.6577
000027433,1347.667,551.6978
000027450,1356.594,551.5837
000027467,1365.621,551.3227
000027483,1373.996,550.9778
000027500,1382.214,550.5618
000027517,1390.448,550.0541
000027533,1398.304,549.4508
000027550,1405.911,548.7355
000027567,1413.617,547.9612
000027583,1421.085,547.1053
000027600,1428.3,546.1759
000027617,1435.61,545.191
000027633,1442.559,544.1284
000027650,1449.599,542.9598
000027667,1456.378,541.7648
000027683,1463.019,540.5295
000027700,1469.787,539.1991
000027717,1476.322,537.8248
000027733,1482.517,536.4929
000027750,1488.82,535.0753
000027767,1495.188,533.5914
000027783,1501.407,532.1075
000027800,1507.342,530.6464
000027817,1513.407,529.1188
000027833,1519.281,527.5692
000027850,1524.967,526.0476
000027867,1530.577,524.5362
000027883,1536.339,522.935
000027900,1541.733,521.4394
000027917,1547.085,519.9106
000027933,1552.411,518.3925
000027950,1557.704,516.9013
000027967,1562.888,515.431
000027983,1567.876,514.0394
000028000,1572.743,512.6727
000028017,1577.517,511.3459
000028033,1582.241,510.0367
000028050,1586.947,508.7007
000028067,1591.354,507.4952
000028083,1595.68,506.2854
000028100,1599.988,505.0581
000028117,1604.164,503.8494
000028133,1608.081,502.705
000028150,1612.076,501.5484
000028167,1615.914,500.3864
000028183,1619.505,499.2797
000028200,1622.989,498.1825
000028217,1626.443,497.067
000028233,1629.786,495.9711
000028250,1632.95,494.8595
000028267,1635.884,493.7811
000028283,1638.732,492.6765
000028300,1641.492,491.5505
000028317,1644.098,490.4324
000028333,1646.464,489.3045
000028350,1648.748,488.1473
000028367,1650.802,487.0138
000028383,1652.731,485.8567
000028400,1654.549,484.6575
000028417,1656.168,483.4692
000028433,1657.571,482.2225
000028450,1658.828,480.974
000028467,1659.906,479.7073
000028483,1660.787,478.4498
000028500,1661.491,477.2185
000028517,1662.081,475.905
000028533,1662.454,474.5656
000028550,1662.706,473.2328
000028567,1662.748,471.9068
000028583,1662.662,470.6335
000028600,1662.359,469.2968
000028617,1661.894,467.9354
000028633,1661.275,466.5696
000028650,1660.514,465.2318
000028667,1659.631,463.952
000028683,1658.556,462.5886
000028700,1657.276,461.2177
000028717,1655.907,459.9073
000028733,1654.407,458.6163
000028750,2364.516,524.3564
000028767,2332.559,522.8832
000028783,2300.936,521.3817
000028800,2269.724,519.8978
000028817,2240.064,518.446
000028833,2212.046,517.0303
000028850,2184.987,515.6475
000028867,2157.438,514.1567
000028883,2131.496,512.7306
000028900,2106.042,511.3217
000028917,2081.258,509.926
000028933,2057.668,508.558
000028950,2033.582,507.1838
000028967,2011.247,505.8926
000028983,1988.911,504.5909
000029000,1967.114,503.3271
000029017,1946.406,502.1422
000029033,1926.241,500.9979
000029050,1906.374,499.8972
000029067,1886.367,498.7773
000029083,1866.876,497.6985
000029100,1848.158,496.689
000029117,1829.291,495.6701
000029133,1811.516,494.7061
000029150,1794.155,493.7913
000029167,1776.739,492.8912
000029183,1759.398,492.0003
000029200,1742.99,491.1444
000029217,1726.238,490.2748
000029233,1709.829,489.4301
000029250,1693.68,488.5947
000029267,1677.742,487.7614
000029283,1661.989,486.933
000029300,1646.958,486.137
000029317,1631.875,485.3165
000029333,1616.628,484.4651
000029350,1601.573,483.6175
000029367,1586.732,482.7656
000029383,1572.627,481.9033
000029400,1558.378,481.012
000029417,1544.063,480.0814
000029433,1529.842,479.1226
000029450,1515.751,478.1646
000029467,1501.884,477.1514
000029483,1488.297,476.11
000029500,1474.807,475.0642
000029517,1461.288,474.0029
000029533,1447.907,472.8907
000029550,1434.648,471.7606
000029567,1421.479,470.6097
000029583,1408.4,469.4301
000029600,1395.477,468.2296
000029617,1382.836,467.0471
000029633,1370.157,465.8403
000029650,1357.409,464.6021
000029667,1344.632,463.3462
000029683,1332.373,462.0953
000029700,1320.173,460.8385
000029717,1307.756,459.5468
000029733,1295.736,458.2636
000029750,1283.9,456.9816
000029767,1271.527,455.6008
000029783,1259.511,454.2387
000029800,1247.579,452.85
000029817,1235.746,451.4507
000029833,1224.427,450.0647
000029850,1212.738,448.6194
000029867,1200.906,447.1388
000029883,1189.078,445.6446
000029900,1177.461,444.1164
000029917,1165.914,442.588
000029933,1154.518,441.0461
000029950,1143.208,439.4989
000029967,1131.767,437.9199
000029983,1120.124,436.2654
000030000,1108.673,434.6296
000030017,1097.686,433.0565
000030033,1086.278,431.3757
000030050,1074.83,429.6567
000030067,1063.62,427.9594
000030083,1052.562,426.2796
000030100,1041.278,424.52
000030117,1030.05,422.7601
000030133,1018.72,420.9705
000030150,1007.357,419.1663
000030167,996.3738,417.386
000030183,985.4182,415.6048
000030200,974.4893,413.8206
000030217,963.175,411.9481
000030233,952.1376,410.1066
000030250,941.3348,408.2985
000030267,930.2676,406.446
000030283,919.2195,404.5928
000030300,908.165,402.7448
000030317,897.0422,400.91
000030333,886.201,399.108
000030350,875.4799,397.3214
000030367,864.3992,395.5151
000030383,853.3782,393.7379
000030400,842.4193,391.9901
000030417,831.6589,390.3035
000030433,820.8527,388.637
000030450,809.9429,386.9946
000030467,799.2531,385.4095
000030483,788.5919,383.8473
000030500,777.8588,382.3137
000030517,767.1602,380.8317
000030533,756.4777,379.377
000030550,745.7661,377.9496
000030567,735.043,376.5569
000030583,724.3162,375.1891
000030600,713.6166,373.8592
000030617,702.9109,372.5556
000030633,692.1941,371.2833
000030650,681.5494,370.0592
000030667,670.8718,368.8485
000030683,660.1055,367.6507
000030700,649.3532,366.5138
000030717,638.6055,365.4081
000030733,627.8443,364.3491
000030750,617.0083,363.3027
000030767,606.1375,362.2709
000030783,595.2789,361.3068
000030800,584.6393,360.3738
000030817,574.1917,359.4683
000030833,563.348,358.5883
000030850,552.4796,357.7312
000030867,541.6246,356.9113
000030883,530.7946,356.1062
000030900,520.0783,355.3271
000030917,509.6917,354.6174
000030933,499.0834,353.9258
000030950,488.3399,353.2479
000030967,477.591,352.612
000030983,466.8459,352.0043
000031000,456.1052,351.4249
000031017,445.2748,350.8699
000031033,434.5795,350.3459
000031050,424.1094,349.8704
000031067,413.3633,349.4233
000031083,402.5392,348.9935
000031100,391.7385,348.5965
000031117,381.1982,348.2474
000031133,370.8044,347.9264
000031150,359.9797,347.6293
000031167,349.3899,347.3549
000031183,339.0773,347.1084
000031200,328.4802,346.9152
000031217,317.8214,346.7432
000031233,307.135,346.6003
000031250,296.7316,346.4893
000031267,286.4147,346.3956
000031283,275.789,346.3475
000031300,265.4271,346.3213
000031317,255.2924,346.3135
000031333,244.7618,346.3421
000031350,234.2179,346.3883
000031367,223.6984,346.4594
000031383,213.3766,346.5449
000031400,203.0743,346.6425
000031417,192.5791,346.7811
000031433,182.3454,346.9415
000031450,172.0612,347.1209
000031467,161.7279,347.3353
000031483,151.7719,347.5593
000031500,141.3839,347.7971
000031517,130.9785,348.0685
000031533,120.6739,348.3616
000031550,110.4929,348.6703
000031567,100.4194,349.0021
000031583,90.37846,349.3456
000031600,80.09016,349.7161
000031617,69.72794,350.1
000031633,59.82719,350.4863
000031650,49.79616,350.8875
000031667,39.62282,351.3054
000031683,29.47283,351.7489
000031700,19.19635,352.2202
000031717,347.3996,456.0126
000031733,347.1685,455.7214
000031750,346.9297,455.4153
000031767,346.6841,455.1011
000031783,346.4499,454.8191
000031800,346.2063,454.5223
000031817,345.9529,454.2093
000031833,345.7104,453.9168
000031850,345.4681,453.6224
000031867,345.23,453.3261
000031883,344.9946,453.0329
000031900,344.7576,452.7402
000031917,344.5222,452.4507
000031933,344.283,452.1652
000031950,344.0424,451.8788
000031967,343.8121,451.5886
000031983,343.5782,451.3011
000032000,343.3461,451.0187
000032017,343.117,450.7427
000032033,342.8911,450.4619
000032050,342.6661,450.1793
000032067,342.4406,449.8956
000032083,342.2273,449.6314
000032100,342.0144,449.3629
000032117,341.8005,449.0846
000032133,341.5845,448.8191
000032150,341.3752,448.5526
000032167,341.1798,448.2816
000032183,340.9751,448.0171
000032200,340.778,447.7564
000032217,340.5967,447.5024
000032233,340.4177,447.2452
000032250,340.2399,446.9858
000032267,340.0687,446.7257
000032283,339.8989,446.4768
000032300,339.7354,446.2331
000032317,339.5807,445.9966
000032333,339.4326,445.7593
000032350,339.2935,445.5231
000032367,339.1706,445.2928
000032383,339.045,445.0688
000032400,338.9224,444.8465
000032417,338.8087,444.6262
000032433,338.7147,444.4141
000032450,338.6281,444.2032
000032467,338.5474,443.9923
000032483,338.4695,443.7909
000032500,338.4003,443.5918
000032517,338.3524,443.3945
000032533,338.3187,443.2075
000032550,338.2906,443.0208
000032567,338.2615,442.8298
000032583,338.2619,442.6501
000032600,338.2718,442.4705
000032617,338.2939,442.2888
000032633,338.3424,442.1165
000032650,338.4036,441.9449
000032667,338.4753,441.7717
000032683,338.5623,441.5926
000032700,338.6602,441.4138
000032717,338.7801,441.247
000032733,338.9035,441.0734
000032750,339.0348,440.8958
000032767,339.1979,440.721
000032783,339.3745,440.5352
000032800,339.5652,440.3399
000032817,339.7623,440.1478
000032833,339.9729,439.9522
000032850,340.1976,439.7529
000032867,340.4329,439.5382
000032883,340.6762,439.3188
000032900,340.9293,439.0959
000032917,341.1886,438.8575
000032933,341.4539,438.6125
000032950,341.7311,438.368
000032967,342.015,438.1119
000032983,342.3055,437.8461
000033000,342.5981,437.5648
000033017,342.8962,437.2781
000033033,343.1987,436.9854
000033050,343.5036,436.6729
000033067,343.814,436.3557
000033083,344.1337,436.0339
000033100,344.4507,435.7003
000033117,344.7596,435.3603
000033133,345.058,435.0139
000033150,345.3779,434.6498
000033167,345.6968,434.2785
000033183,345.9977,433.9052
000033200,346.3082,433.5224
000033217,346.6102,433.1361
000033233,346.9037,432.7471
000033250,347.2032,432.3291
000033267,347.4925,431.9023
000033283,347.7793,431.4713
000033300,348.0688,431.0333
000033317,348.3427,430.5748
000033333,348.6197,430.1113
000033350,348.8806,429.6384
000033367,349.1205,429.1751
000033383,349.3576,428.7068
000033400,349.6101,428.2087
000033417,349.8578,427.7197
000033433,350.0782,427.231
000033450,350.2988,426.7429
000033467,350.52,426.2538
000033483,350.7303,425.7615
000033500,350.9366,425.2658
000033517,351.1417,424.7872
000033533,351.3525,424.3168
000033550,351.5635,423.868
000033567,351.7773,423.4382
000033583,351.9938,423.0077
000033600,352.2025,422.6329
